0|000001|20190930|1.320000|20191022|20160909|||20190520|-0.08|20150119||
0|000002|20190930|1.631000|20191025|20171121|||20190921|-25841.22|20160705||
0|000004|20190930|-0.118400|20191031|20191107|20190919|20191106|20181123|10.61|20190506||
0|000005|20190930|0.042100|20191030|20190904|20190904||20181113|-1062.05|20180619||
0|000006|20190930|0.334700|20191030|20190819|||20191104|26.70|20180619||
0|000007|20190930|-0.026900|20191031|20190827|20190925|20180614|20191014|-4.69|20190828||
0|000008|20190930|0.054300|20191022|20190920|20190920|20181107|20190522|-1000.00|20180808||
0|000009|20190930|0.077800|20191026|20190819|||||20181011||
0|000010|20190930|0.053300|20191031|20190923|20190612||20190409|4285.54|20190506||
0|000011|20190930|0.172900|20191031|20190819|20190719||||20181011||
0|000012|20190930|0.180000|20191028|20190307|||||20181011||
0|000014|20190930|-0.055700|20191026|20190904|20190904||20190212|-1.21|20181011||
0|000016|20190930|0.187100|20191031|20190826|20190826||||20190506||
0|000017|20190930|0.000400|20191030|20190902|20190903||||20190830||
0|000018|20190930|-0.900100|20191021|20191024|20191029|20191031|20190218|-0.01|20191030||
0|000019|20190930|0.285800|20191029|20190819||20180913|||20181011||
0|000020|20190930|0.011900|20191029|20191014||20171122|20191101|-0.20|20181011||
0|000021|20190930|0.185200|20191031|20191028|20191028||||20180117||
0|000023|20190930|0.391000|20191029|20190819|20190725||20190916|-241.85|20190308||
0|000025|20190930|0.148600|20191031|20190822|20190822||20190903|-431.05|20190506||
0|000026|20190930|0.403900|20191018|20170104|||||||
0|000027|20190930|0.432000|20191031|20150916|||20190917|-8.45|20150119||
0|000028|20190930|2.247000|20191024|20190826|20190826||20190322|0.10|||
0|000029|20190930|0.434500|20191030|20160304|||||||
0|000030|20190930|0.340900|20191030|20190218|||20190807|700.00|||
0|000031|20190930|0.620000|20191031|20190329||20181204|20190504|2908.91|20181011||
0|000032|20190930|0.211600|20191026|20190904|20190904|20171229|20190905|-38.34|||
0|000034|20190930|0.784500|20191023|20190312|20191015|20180919|20191024|-619.01|20191015||
0|000035|20190930|0.168500|20191031|20190625|20191016|20180913|20190709|586.85|20180711||
0|000036|20190930|0.410100|20191031|20170721|||20190730|-9.51|20180619||
0|000037|20190930|0.010000|20191025|20190612|20190726|20190218|20181206|-0.30|20190429||
0|000038|20190930|0.003200|20191031|20191028|20191030|20180226|20190702|-0.28|20191030||
0|000039|20190930|0.135700|20191029|20161115|||||20180206||
0|000040|20190930|0.050000|20191031|20191028||20171218|||20180604||
0|000042|20190930|1.393000|20191029|20160302||20180515|20181226|663.83|20181016||
0|000043|20190930|0.207400|20191031|20190826|20190920|20191022|20190506|0.50|20180619||
0|000045|20190930|0.033100|20191031|20190820|20190923||20190912|-0.17|20190326||
0|000046|20190930|0.479900|20191031|20190226||20180115|||20190506||
0|000048|20190930|0.767100|20191031|20190925|20191030|20191009|||20190829||
0|000049|20190930|1.651700|20191029|20191014|20191014||||20181011||
0|000050|20190930|0.504800|20191031|20190701||20171130|20191107|-2126.93|20190226||
0|000055|20190930|0.140000|20191026|20190819|||||20190506|20191026|2
0|000056|20190930|0.110000|20191029|20191016|20191016||20191017|0.59|20181019||
0|000058|20190930|0.089200|20191031|20190906|20191030|20171113|||20191030||
0|000059|20190930|0.577200|20191022|20160406|||||20160418||
0|000060|20190930|0.180000|20191028|20190401|||20181228|264.16|||
0|000061|20190930|0.096700|20191030|20190401||20181030|||||
0|000062|20190930|0.466900|20191024|20190819|20190520|20190528|20190816|0.66|20170601||
0|000063|20190930|0.980000|20191029|20190909|20190909|20180417|20190531|-6.93|20190506|20191029|8
0|000065|20190930|0.640000|20191031|20190318|||20190927|0.02|20160315||
0|000066|20190930|0.060000|20191031|20191028|20191031||||20190926||
0|000068|20190930|-0.071400|20191031|20191014|20191015||20191014|-290.67|20190722||
0|000069|20190930|0.731100|20191029|20160302|||||20150119||
0|000070|20190930|0.122900|20191029|20190903|20190903||20190107|0.20|20190523||
0|000078|20190930|0.133600|20191029|20190410|20190603||||20190603||
0|000088|20190930|0.124200|20191029|20190820|20190820||20190222|-0.38|20190506||
0|000089|20190930|0.234100|20191025|20190819|20190813||20181203|-0.30|||
0|000090|20190930|0.133400|20191030|20180724||20191028|||||
0|000096|20190930|0.200000|20191030|20190219|||||||
0|000099|20190930|0.258800|20191029|20190821|||20190909|-0.10|20180619||
0|000100|20190930|0.194600|20191031|20190325|||20190905|-351.72|||
0|000150|20190930|0.003000|20191030|20191107|20191107||20190927|-112.18|20190211||
0|000151|20190930|0.008200|20191030|20190411|20190712|20180319|||20190506||
0|000153|20190930|0.240700|20191030|20191024|20191024||||20181011||
0|000155|20190930|0.180000|20191022|20181022||20180614|20190325|1004.68|20190506||
0|000156|20190930|0.353100|20191031|20190322||20191021|20190320|0.05|20180626||
0|000157|20190930|0.440000|20191031|20151202|||20191104|-2.00|||
0|000158|20190930|0.025300|20191031|20191028|20191031|20180530|20191107|-2005.08|20191030||
0|000159|20190930|-0.023500|20191029|20190904|20190905||20191101|-961.35|20190506||
0|000166|20190930|0.200000|20191031|20190225|||||||
0|000301|20190930|0.290000|20191031|20180327||20180607|||20181018||
0|000333|20190930|3.200000|20191031|20160712||20190508|20191101|-15.27|20181029||
0|000338|20190930|0.890000|20191031|20150713|20191101||20190418|-0.15|20150119||
0|000400|20190930|0.264200|20191012|20191009|20191009||20191029|0.06|||
0|000401|20190930|1.719000|20191025|20181119||20181025|||20180619||
0|000402|20190930|0.460000|20191031|20170410|||20190906|8902.62|20150119||
0|000403|20190930|0.467100|20191019|20181116||20171206|20190511|34.31|20181018||
0|000404|20190930|0.087900|20191018|20180306|||20190115|15.73|||
0|000407|20190930|0.130000|20191029|20190319|||20190213|583.31|20180619||
0|000408|20190930|0.186900|20191030|20190624|20190708|20180629|||20190429||
0|000409|20190930|-0.500300|20191031|20190906|20190711|20190114|||20191107||
0|000410|20190930|-3.340000|20191031|20191101|20190917||20190322|-4000.00|20191031||
0|000411|20190930|0.569000|20191026|20180926|||20190709|668.64|20180626|20191026|1
0|000413|20190930|0.200000|20191031|20190419|||20190904|0.70|20180619||
0|000415|20190930|0.336700|20191031|20170413||20180117|20191025|-894.15|20180717||
0|000416|20190930|0.055800|20191031|20190730|20190730||||20180619||
0|000417|20190930|0.205800|20191025|20151223|||||||
0|000419|20190930|0.254600|20191022|20160728|||||20190130||
0|000420|20190930|0.041500|20191031|20171208||20180615|20190604|-1.12|||
0|000421|20190930|0.152100|20191031|20180917|||||||
0|000422|20190930|0.035000|20191031|20190920||20180507|20190128|3108.65|20190805||
0|000423|20190930|0.320300|20191031|20151221|20190715||20190510|654.01|20190715||
0|000425|20190930|0.363000|20191031|20171226|||20190604|27.70|20150119||
0|000426|20190930|-0.056000|20191031|20190830|20191105|20180619|20190318|-3430.88|20181011||
0|000428|20190930|-0.179000|20191026|20180921|||20190611|-500.00|20180619||
0|000429|20190930|0.530000|20191031|20170412|||||||
0|000430|20190930|0.098400|20191030|20151027|20190807||20191104|0.01|20190807||
0|000488|20190930|0.150000|20191026|20161128|||20190619|0.10|||
0|000498|20190930|0.335700|20191030|20181106|||||20180803||
0|000501|20190930|1.070000|20191029|20151223|||20190927|-443.99|||
0|000502|20190930|-0.009800|20191031|20170523||20180601|||20170717||
0|000503|20190930|-0.162700|20191030|20190711|20190711|20190322|20190218|-0.11|20190506||
0|000504|20190930|-0.064500|20191030|20191029|20191105|20180104|||20191105||
0|000505|20190930|0.120000|20191019|20190611|20190605|20190715|||20180410||
0|000506|20190930|-0.017700|20191030|20190618|20190626|20180228|||20190506||
0|000507|20190930|0.172300|20191029|20190219||20171129|||20180619||
0|000509|20190930|0.010100|20191026|20190801|20190801|20180530|20190529|-136.80|20190506||
0|000510|20190930|0.076500|20191026|20190705|20190705||||20141223||
0|000513|20190930|1.110000|20191023|20151112|||20191024|20.00|||
0|000514|20190930|0.013300|20191018|20190411|||||20190506||
0|000516|20190930|-0.010000|20191030|20180417||20180102|20190312|-0.07|20190425||
0|000517|20190930|0.204300|20191029|20190904|20190705||20181116|-3.50|20181011||
0|000518|20190930|0.009200|20191031|20190821|20190619||20190221|-2151.68|20181011||
0|000519|20190930|0.203900|20191029|20190822|20190822||20190506|0.01|20170717||
0|000520|20190930|0.029200|20191025|20190403|||20190912|244.62|20181011||
0|000521|20190930|0.077300|20191018|20190409||20180509|20190822|-7.87|20181129||
0|000523|20190930|0.035000|20191029|20190808|20190808|20180413|||20190517||
0|000524|20190930|0.360000|20191030|20181116|||20190102|-0.11|20170417||
0|000525|20190930|0.501500|20191031|20190408|||20191024|-115.41|20170511||
