                  创业板指 (399006)													
													
      时间	    开盘	    最高	    最低	    收盘	         成交量	   MA.MA1   	   MA.MA2   	   MA.MA3   	   MA.MA4   				
2017	9	12	11	10	1894.82	1895.03	1893.44	1893.44	224597	1894	1892.32	1889.01	1891.04
2017	9	12	11	15	1893.43	1893.53	1890.12	1890.12	214825	1891.5	1892.28	1888.97	1891.05
2017	9	12	11	20	1890.26	1890.53	1888.79	1890.53	199615	1890.5	1892.26	1888.96	1891.06
2017	9	12	11	25	1890.34	1892.25	1890.23	1891.92	177960	1891.5	1892.26	1888.98	1891.08
2017	9	12	11	30	1891.88	1894.06	1891.77	1893.65	147511	1892.5	1892.3	1889.03	1891.1
2017	9	12	13	5	1893.84	1895.33	1893.1	1893.11	144906	1893	1892.32	1889.09	1891.12
2017	9	12	13	10	1893.22	1893.81	1892.83	1893.78	119432	1893.5	1892.35	1889.15	1891.14
2017	9	12	13	15	1893.52	1894.43	1893.12	1894.2	123408	1894	1892.4	1889.22	1891.17
2017	9	12	13	20	1894.16	1895.32	1893.98	1895.2	139857	1895	1892.47	1889.32	1891.2
2017	9	12	13	25	1895.45	1898.67	1895.17	1898.67	157191	1897	1892.6	1889.47	1891.25
2017	9	12	13	30	1898.67	1903.5	1898.67	1903.36	200219	1901	1892.82	1889.65	1891.31
2017	9	12	13	35	1903.38	1904.3	1903.03	1903.63	176805	1903.5	1893.09	1889.8	1891.38
2017	9	12	13	40	1903.32	1903.32	1901.97	1902.4	154182	1903	1893.35	1889.93	1891.46
2017	9	12	13	45	1902.51	1902.51	1900.83	1901.09	153191	1902	1893.6	1890.04	1891.52
2017	9	12	13	50	1901.13	1901.38	1898.98	1899.12	151810	1900	1893.77	1890.11	1891.58
2017	9	12	13	55	1899.21	1899.72	1898.61	1899.53	165777	1899	1893.95	1890.18	1891.64
2017	9	12	14	0	1899.58	1901.26	1899.58	1901.2	183774	1900.5	1894.19	1890.24	1891.72
2017	9	12	14	5	1901.22	1901.34	1898.14	1898.44	232688	1900	1894.4	1890.27	1891.78
2017	9	12	14	10	1898.51	1898.8	1897.66	1897.73	197779	1898	1894.6	1890.3	1891.86
2017	9	12	14	15	1897.75	1898.3	1897.19	1898.22	185897	1898	1894.77	1890.35	1891.93
2017	9	12	14	20	1898.33	1898.84	1897.98	1898.21	175200	1898	1894.93	1890.4	1891.99
2017	9	12	14	25	1898.16	1898.39	1892.85	1892.85	233219	1895.5	1895.02	1890.43	1892.02
2017	9	12	14	30	1892.99	1893.04	1889.42	1890.07	287159	1891.5	1895.02	1890.45	1892.06
2017	9	12	14	35	1890.22	1890.66	1887.61	1888.15	237832	1889	1895.02	1890.45	1892.08
2017	9	12	14	40	1887.5	1887.5	1882.7	1883.95	368850	1886	1894.93	1890.41	1892.08
2017	9	12	14	45	1883.82	1885.22	1882.61	1882.89	306917	1883.5	1894.86	1890.38	1892.08
2017	9	12	14	50	1882.83	1884.44	1882.57	1884.05	310295	1883.5	1894.79	1890.38	1892.08
2017	9	12	14	55	1884.15	1884.85	1883.28	1884.63	322847	1884.5	1894.7	1890.38	1892.07
2017	9	12	15	0	1884.35	1884.97	1884.27	1884.48	318715	1884.5	1894.58	1890.35	1892.07
2017	9	13	9	35	1884.54	1887.19	1884.09	1887.19	607454	1886	1894.53	1890.38	1892.05
2017	9	13	9	40	1887.35	1888.42	1883.74	1883.74	411250	1885.5	1894.42	1890.39	1892.03
2017	9	13	9	45	1883.84	1888.16	1883.45	1887.74	335824	1885.5	1894.4	1890.44	1892.02
2017	9	13	9	50	1888.06	1888.3	1884.65	1884.8	277761	1886.5	1894.32	1890.46	1892.01
2017	9	13	9	55	1884.97	1885.02	1883	1883	242272	1884	1894.14	1890.44	1891.99
2017	9	13	10	0	1882.87	1882.91	1879.56	1879.58	257153	1881	1893.89	1890.41	1891.96
2017	9	13	10	5	1879.54	1881.38	1879.36	1880.92	211951	1880	1893.67	1890.43	1891.95
2017	9	13	10	10	1880.65	1881.22	1880.13	1880.79	196541	1881	1893.42	1890.46	1891.95
2017	9	13	10	15	1880.64	1881.03	1878.98	1879.09	184071	1880	1893.11	1890.52	1891.95
2017	9	13	10	20	1878.9	1878.9	1874.87	1874.95	250761	1877	1892.74	1890.5	1891.94
2017	9	13	10	25	1875.21	1878.81	1874.89	1878.76	183525	1877	1892.46	1890.51	1891.96
2017	9	13	10	30	1878.62	1879.22	1878.36	1878.66	150995	1879	1892.16	1890.5	1891.97
2017	9	13	10	35	1878.92	1879.05	1877.62	1879.05	146155	1879	1891.84	1890.5	1891.96
2017	9	13	10	40	1879.07	1879.82	1878.65	1879.64	120202	1879	1891.56	1890.48	1891.96
2017	9	13	10	45	1879.57	1881.33	1879.39	1881.13	127299	1880	1891.35	1890.48	1891.96
2017	9	13	10	50	1881.14	1881.22	1878.73	1878.79	133137	1880	1891.04	1890.44	1891.96
2017	9	13	10	55	1878.79	1878.95	1875.99	1876.13	147594	1877.5	1890.65	1890.37	1891.94
2017	9	13	11	0	1876.01	1877.14	1875.67	1877.06	139601	1876.5	1890.28	1890.29	1891.92
2017	9	13	11	5	1877.12	1879.97	1876.78	1879.77	115497	1878.5	1889.95	1890.26	1891.9
2017	9	13	11	10	1879.77	1882.59	1879.75	1881.98	110526	1881	1889.67	1890.27	1891.89
2017	9	13	11	15	1882.09	1883	1881.84	1883	95886	1882.5	1889.42	1890.25	1891.89
2017	9	13	11	20	1882.9	1883.22	1881.33	1881.59	116262	1882.5	1889.19	1890.2	1891.88
2017	9	13	11	25	1881.48	1881.64	1880.45	1880.5	85679	1881	1888.91	1890.16	1891.87
2017	9	13	11	30	1880.45	1880.57	1879.4	1879.6	105573	1880	1888.61	1890.11	1891.86
2017	9	13	13	5	1879.87	1880.32	1879.8	1880.13	91290	1880	1888.3	1890.08	1891.84
2017	9	13	13	10	1880.03	1880.52	1879.85	1880.29	75767	1880	1888.02	1890.03	1891.82
2017	9	13	13	15	1880.43	1882.62	1880.4	1882.44	93604	1881.5	1887.79	1889.99	1891.81
2017	9	13	13	20	1882.29	1882.85	1882.29	1882.77	98476	1882.5	1887.56	1889.93	1891.8
2017	9	13	13	25	1882.71	1883.05	1882.1	1882.37	99906	1882.5	1887.39	1889.85	1891.8
2017	9	13	13	30	1882.29	1882.35	1881.75	1882	99663	1882.5	1887.25	1889.76	1891.79
2017	9	13	13	35	1882.07	1882.34	1881.34	1881.48	96342	1881.5	1887.07	1889.67	1891.79
2017	9	13	13	40	1881.5	1882.06	1881.4	1882	105607	1881.5	1886.89	1889.58	1891.78
2017	9	13	13	45	1881.71	1881.94	1879.61	1879.61	127186	1881	1886.67	1889.48	1891.76
2017	9	13	13	50	1879.66	1880.03	1879.32	1879.46	119234	1879.5	1886.42	1889.37	1891.74
2017	9	13	13	55	1879.52	1881.15	1879	1881.13	129296	1880	1886.19	1889.27	1891.72
2017	9	13	14	0	1881.18	1883.25	1881.18	1883.05	144361	1882.5	1886.02	1889.21	1891.71
2017	9	13	14	5	1883	1883.27	1881.98	1881.98	103271	1882.5	1885.75	1889.11	1891.69
2017	9	13	14	10	1882.12	1883.41	1882.02	1883.4	129447	1882.5	1885.51	1889.05	1891.69
2017	9	13	14	15	1883.59	1887.83	1883.53	1886.92	192737	1885.5	1885.21	1889.02	1891.7
2017	9	13	14	20	1886.79	1887.11	1885.43	1885.43	133565	1886	1884.89	1888.99	1891.69
2017	9	13	14	25	1885.52	1885.87	1885.03	1885.51	121837	1885.5	1884.6	1888.97	1891.69
2017	9	13	14	30	1885.41	1885.97	1885.29	1885.31	124394	1885.5	1884.32	1888.96	1891.69
2017	9	13	14	35	1885.34	1887.31	1884.54	1887.31	164174	1886	1884.11	1888.94	1891.7
2017	9	13	14	40	1887.37	1888	1886.63	1886.8	182391	1887	1883.89	1888.92	1891.71
2017	9	13	14	45	1886.77	1887.14	1886	1886.26	201465	1886.5	1883.61	1888.9	1891.71
2017	9	13	14	50	1886.15	1886.55	1885.48	1886.29	199648	1886.5	1883.42	1888.91	1891.73
2017	9	13	14	55	1886.5	1887.81	1886.44	1887.79	258384	1887.5	1883.25	1888.92	1891.74
2017	9	13	15	0	1888.02	1888.44	1887.74	1888.43	281261	1888	1883.07	1888.92	1891.74
2017	9	14	9	35	1887.36	1887.36	1885.06	1886.7	491037	1887.5	1882.88	1888.9	1891.75
2017	9	14	9	40	1886.68	1886.71	1883.02	1883.75	359726	1885	1882.7	1888.86	1891.74
2017	9	14	9	45	1883.67	1886.81	1883.65	1886.72	312620	1885	1882.65	1888.83	1891.75
2017	9	14	9	50	1886.55	1887.51	1886.23	1886.7	275766	1887	1882.63	1888.82	1891.75
2017	9	14	9	55	1886.63	1887.1	1885.65	1887.1	261055	1887	1882.68	1888.81	1891.77
2017	9	14	10	0	1887.07	1887.73	1886.16	1886.25	262557	1886.5	1882.74	1888.8	1891.78
2017	9	14	10	5	1886.23	1886.84	1885.83	1886.22	216355	1886	1882.77	1888.78	1891.79
2017	9	14	10	10	1886.2	1888.12	1885.78	1885.87	192574	1886	1882.79	1888.75	1891.8
2017	9	14	10	15	1885.87	1886.82	1885.48	1886.58	179246	1886.5	1882.84	1888.71	1891.82
2017	9	14	10	20	1886.7	1887.26	1885.06	1885.26	213346	1886	1882.79	1888.66	1891.83
2017	9	14	10	25	1885.29	1885.4	1884.55	1885.4	193687	1885	1882.82	1888.62	1891.84
2017	9	14	10	30	1885.42	1887.4	1885.42	1886.98	146250	1886	1882.81	1888.61	1891.86
2017	9	14	10	35	1886.9	1890.84	1886.77	1890.38	148378	1889	1882.91	1888.61	1891.89
2017	9	14	10	40	1890.59	1891.89	1890.59	1890.61	145181	1890.5	1883.04	1888.59	1891.91
2017	9	14	10	45	1890.58	1890.83	1889.96	1890.1	142285	1890.5	1883.25	1888.57	1891.93
2017	9	14	10	50	1890.13	1890.36	1889.22	1889.5	129462	1890	1883.39	1888.53	1891.93
2017	9	14	10	55	1889.42	1892.27	1889.3	1892.18	158633	1890.5	1883.58	1888.5	1891.94
2017	9	14	11	0	1892.2	1892.99	1892.2	1892.48	157854	1892.5	1883.82	1888.46	1891.96
2017	9	14	11	5	1892.3	1892.34	1889.77	1889.83	150342	1891.5	1884.09	1888.41	1891.96
2017	9	14	11	10	1889.76	1890.09	1889.09	1889.57	124539	1889.5	1884.26	1888.36	1891.95
2017	9	14	11	15	1889.54	1889.89	1888.32	1888.32	111292	1888.5	1884.42	1888.29	1891.93
2017	9	14	11	20	1888.28	1888.37	1883.36	1884.02	216214	1886	1884.51	1888.18	1891.89
2017	9	14	11	25	1884.03	1884.75	1884	1884.43	120292	1884.5	1884.61	1888.09	1891.86
2017	9	14	11	30	1884.38	1884.96	1884.1	1884.96	102155	1885	1884.68	1888.02	1891.82
2017	9	14	13	5	1885.11	1885.34	1884.59	1884.86	100300	1885	1884.79	1887.91	1891.78
2017	9	14	13	10	1884.93	1885.3	1884.63	1885.03	83248	1885	1884.95	1887.8	1891.75
2017	9	14	13	15	1885.02	1885.08	1882.73	1882.75	119341	1883.5	1885.04	1887.66	1891.72
2017	9	14	13	20	1882.8	1882.93	1881.68	1881.68	121898	1882	1885.07	1887.51	1891.69
2017	9	14	13	25	1881.57	1881.57	1877.99	1879.26	196755	1880.5	1885.02	1887.34	1891.65
2017	9	14	13	30	1880.17	1881.5	1879.37	1881.25	130923	1880.5	1885	1887.21	1891.61
2017	9	14	13	35	1881.19	1881.56	1880.42	1881.56	108312	1881.5	1884.98	1887.09	1891.57
2017	9	14	13	40	1881.77	1884.58	1881.77	1883.47	118494	1882.5	1885.05	1886.98	1891.54
2017	9	14	13	45	1883.55	1884.04	1882.28	1882.36	101383	1883	1885.09	1886.85	1891.5
2017	9	14	13	50	1882.33	1882.55	1880.35	1880.35	114362	1881	1885.09	1886.69	1891.46
2017	9	14	13	55	1880.32	1880.47	1877.31	1878.68	182467	1879.5	1885.07	1886.54	1891.41
2017	9	14	14	0	1878.97	1879.32	1877.28	1877.28	136661	1878	1884.96	1886.38	1891.34
2017	9	14	14	5	1877.27	1877.28	1874.22	1875.51	230376	1876.5	1884.86	1886.21	1891.27
2017	9	14	14	10	1875.46	1877.84	1875.44	1877.65	123811	1877	1884.77	1886.08	1891.2
2017	9	14	14	15	1877.82	1878.06	1877.16	1877.46	114107	1877.5	1884.68	1885.96	1891.12
2017	9	14	14	20	1877.52	1879.5	1877.43	1879.49	118729	1878	1884.65	1885.86	1891.04
2017	9	14	14	25	1879.52	1881.26	1879.38	1880.5	125443	1880	1884.63	1885.76	1890.97
2017	9	14	14	30	1880.49	1880.49	1878.8	1878.9	122389	1880	1884.61	1885.64	1890.89
2017	9	14	14	35	1878.92	1879.36	1878.36	1878.78	136762	1879	1884.61	1885.52	1890.82
2017	9	14	14	40	1878.85	1878.93	1877.03	1877.87	175493	1878.5	1884.56	1885.38	1890.74
2017	9	14	14	45	1877.58	1879.32	1877.58	1879.11	177541	1878.5	1884.47	1885.25	1890.65
2017	9	14	14	50	1879.24	1880	1879.15	1879.63	197690	1879	1884.44	1885.1	1890.54
2017	9	14	14	55	1879.54	1879.77	1878.25	1878.56	269667	1879	1884.35	1884.93	1890.42
2017	9	14	15	0	1878.61	1879.48	1878.28	1879.25	271998	1879	1884.21	1884.71	1890.32
2017	9	15	9	35	1877.17	1878.76	1875.08	1878.26	451410	1878.5	1884.09	1884.49	1890.21
2017	9	15	9	40	1878.18	1878.42	1875.45	1877.16	318662	1878	1883.95	1884.27	1890.1
2017	9	15	9	45	1877.16	1877.73	1876.76	1877.48	258846	1877.5	1883.81	1884.06	1889.96
2017	9	15	9	50	1877.35	1878.43	1875.64	1875.64	250960	1876.5	1883.61	1883.86	1889.83
2017	9	15	9	55	1875.98	1876.24	1871.44	1871.44	298119	1873.5	1883.33	1883.61	1889.68
2017	9	15	10	0	1871.84	1874.81	1871.67	1874.62	252473	1873	1883.14	1883.38	1889.53
2017	9	15	10	5	1874.49	1876.35	1874.03	1876.35	207329	1875.5	1882.95	1883.18	1889.4
2017	9	15	10	10	1876.13	1878.44	1876.09	1877.51	190238	1877	1882.77	1883.01	1889.27
2017	9	15	10	15	1877.38	1877.62	1875.82	1875.82	157511	1876.5	1882.54	1882.81	1889.13
2017	9	15	10	20	1875.77	1876.02	1873.74	1873.92	209968	1874.5	1882.32	1882.6	1888.99
2017	9	15	10	25	1873.89	1873.91	1872.76	1873.3	230310	1874	1882.16	1882.43	1888.86
2017	9	15	10	30	1873.22	1873.22	1870.53	1871	240999	1872.5	1881.88	1882.26	1888.73
2017	9	15	10	35	1871.24	1876.13	1871.14	1876	165221	1873.5	1881.68	1882.16	1888.61
2017	9	15	10	40	1876.1	1876.94	1875.87	1876.94	119790	1876.5	1881.51	1882.1	1888.51
2017	9	15	10	45	1876.88	1880.72	1876.78	1880.72	138131	1878.5	1881.4	1882.07	1888.42
2017	9	15	10	50	1880.74	1882.28	1880.59	1881.08	146114	1880.5	1881.32	1882.04	1888.35
2017	9	15	10	55	1880.8	1881.86	1880.67	1881.02	109099	1881	1881.23	1882.01	1888.26
2017	9	15	11	0	1880.99	1881.23	1879.17	1879.99	103741	1880.5	1881.11	1881.97	1888.16
2017	9	15	11	5	1879.42	1880.68	1878.85	1880.02	102212	1880	1881.02	1881.9	1888.06
2017	9	15	11	10	1880.19	1882.53	1880.03	1882.3	123838	1881.5	1880.98	1881.9	1887.96
2017	9	15	11	15	1882.02	1882.37	1880.77	1881.46	106747	1882	1880.88	1881.84	1887.86
2017	9	15	11	20	1881.37	1881.87	1881.22	1881.37	88269	1881	1880.7	1881.81	1887.76
2017	9	15	11	25	1881.4	1881.4	1879.58	1880.26	90580	1881	1880.54	1881.79	1887.66
2017	9	15	11	30	1880.29	1881.17	1880.25	1880.92	90941	1881	1880.37	1881.81	1887.56
2017	9	15	13	5	1881.35	1882.01	1881.2	1881.51	91680	1881	1880.23	1881.81	1887.46
2017	9	15	13	10	1881.61	1881.61	1880.16	1880.16	72402	1880.5	1880.02	1881.8	1887.35
2017	9	15	13	15	1880.27	1880.73	1879.64	1879.75	84520	1880	1879.79	1881.81	1887.23
2017	9	15	13	20	1879.74	1880.23	1879.4	1880.1	107732	1880	1879.61	1881.85	1887.12
2017	9	15	13	25	1880.06	1880.06	1879.03	1879.29	95036	1879.5	1879.44	1881.85	1887
2017	9	15	13	30	1879.22	1879.53	1877.29	1877.38	103457	1878.5	1879.26	1881.84	1886.89
2017	9	15	13	35	1877.22	1877.31	1874.8	1874.85	155248	1876.5	1879.11	1881.81	1886.77
2017	9	15	13	40	1874.78	1876.97	1874.78	1876.75	108940	1875.5	1878.95	1881.78	1886.66
2017	9	15	13	45	1876.74	1877.14	1876.47	1877.1	96036	1877	1878.82	1881.75	1886.56
2017	9	15	13	50	1877.01	1877.73	1876.68	1877.01	100256	1877.5	1878.68	1881.74	1886.46
2017	9	15	13	55	1876.8	1877.25	1876.36	1876.98	101874	1877	1878.54	1881.75	1886.35
2017	9	15	14	0	1876.93	1877.29	1874.75	1874.86	104825	1875.5	1878.4	1881.72	1886.26
2017	9	15	14	5	1874.83	1875.22	1874.43	1874.62	157984	1874.5	1878.28	1881.68	1886.17
2017	9	15	14	10	1874.65	1874.65	1870.72	1870.96	180314	1873	1878.14	1881.58	1886.07
2017	9	15	14	15	1870.66	1874.36	1869.63	1873.96	196464	1872.5	1878	1881.5	1885.99
2017	9	15	14	20	1873.85	1874.84	1873.81	1874.33	109695	1874	1877.88	1881.43	1885.92
2017	9	15	14	25	1874.34	1874.87	1873.89	1874.87	111571	1874.5	1877.72	1881.39	1885.84
2017	9	15	14	30	1875.05	1876.75	1874.93	1876.57	129250	1876	1877.63	1881.36	1885.78
2017	9	15	14	35	1876.69	1876.69	1875.11	1875.11	146623	1876	1877.54	1881.32	1885.72
2017	9	15	14	40	1875.08	1875.09	1872.49	1872.49	156186	1873.5	1877.42	1881.25	1885.65
2017	9	15	14	45	1872.41	1876.06	1872.31	1876.02	176301	1874	1877.4	1881.18	1885.6
2017	9	15	14	50	1876.08	1876.86	1875.97	1876.36	168429	1876.5	1877.42	1881.14	1885.55
2017	9	15	14	55	1876.47	1876.69	1875.69	1876.15	251700	1876.5	1877.39	1881.08	1885.51
2017	9	15	15	0	1876.07	1876.1	1875	1875.63	258016	1875.5	1877.35	1881.02	1885.45
2017	9	18	9	35	1874.45	1878.77	1874.36	1878.7	446771	1877	1877.35	1881	1885.4
2017	9	18	9	40	1878.74	1879.03	1877.26	1877.58	324938	1878.5	1877.3	1880.96	1885.36
2017	9	18	9	45	1877.72	1878.18	1875.94	1875.94	315489	1877	1877.25	1880.93	1885.32
2017	9	18	9	50	1875.96	1876.12	1873.97	1874.38	303889	1875	1877.16	1880.89	1885.27
2017	9	18	9	55	1874.42	1877.76	1874.16	1877.66	254802	1876	1877.16	1880.86	1885.24
2017	9	18	10	0	1877.8	1879.67	1877.2	1879.45	216669	1878.5	1877.16	1880.82	1885.22
2017	9	18	10	5	1879.7	1880.23	1879.13	1880.02	189103	1879.5	1877.18	1880.81	1885.2
2017	9	18	10	10	1880.15	1880.99	1880.02	1880.82	171994	1880.5	1877.21	1880.78	1885.2
2017	9	18	10	15	1880.92	1886.14	1880.78	1886.04	205984	1883.5	1877.33	1880.77	1885.21
2017	9	18	10	20	1886.17	1886.93	1886.13	1886.82	193349	1886.5	1877.49	1880.79	1885.21
2017	9	18	10	25	1886.72	1888.29	1886.58	1886.68	184146	1887	1877.65	1880.8	1885.21
2017	9	18	10	30	1886.63	1886.74	1885.94	1886.62	129298	1886.5	1877.81	1880.81	1885.2
2017	9	18	10	35	1886.51	1888.43	1886.3	1887.15	156937	1886.5	1878	1880.81	1885.19
2017	9	18	10	40	1887.27	1887.27	1885.65	1886.77	137720	1887	1878.28	1880.81	1885.18
2017	9	18	10	45	1886.72	1887.37	1885.92	1886.1	131607	1886.5	1878.47	1880.81	1885.14
2017	9	18	10	50	1886.06	1886.51	1885.52	1885.82	115409	1886	1878.65	1880.8	1885.11
2017	9	18	10	55	1885.82	1886.34	1885.51	1885.88	114184	1886	1878.79	1880.78	1885.08
2017	9	18	11	0	1885.9	1886.04	1884	1884.08	100086	1885	1878.95	1880.75	1885.05
2017	9	18	11	5	1884.15	1885.1	1883.28	1885.03	93704	1884.5	1879.14	1880.73	1885.03
2017	9	18	11	10	1884.92	1885.21	1884.77	1885.05	85720	1885	1879.33	1880.75	1885.01
2017	9	18	11	15	1885.14	1886.1	1884.91	1886.1	86748	1885.5	1879.6	1880.74	1885
2017	9	18	11	20	1886.21	1886.93	1886.05	1886.65	117456	1886.5	1879.79	1880.74	1885
2017	9	18	11	25	1886.76	1886.76	1885.12	1885.73	86095	1886.5	1879.95	1880.73	1884.99
2017	9	18	11	30	1885.84	1886.42	1885.13	1885.58	86897	1885.5	1880.04	1880.72	1884.99
2017	9	18	13	5	1885.59	1886.77	1885.59	1886.34	86978	1885.5	1880.12	1880.72	1884.99
2017	9	18	13	10	1886.47	1888.06	1886.47	1887.9	79163	1887	1880.25	1880.74	1885
2017	9	18	13	15	1887.89	1889.06	1887.46	1888.79	96480	1888.5	1880.4	1880.75	1885.01
2017	9	18	13	20	1888.65	1888.89	1887.26	1887.29	101200	1888	1880.53	1880.77	1885.02
2017	9	18	13	25	1887.31	1888.83	1887.14	1888.83	105676	1888	1880.63	1880.81	1885.04
2017	9	18	13	30	1888.74	1890.18	1888.23	1890.14	118075	1889.5	1880.79	1880.83	1885.07
2017	9	18	13	35	1890.18	1890.54	1889.39	1889.39	109169	1890	1880.95	1880.82	1885.09
2017	9	18	13	40	1889.46	1889.72	1887.78	1888.31	109563	1889	1881.07	1880.81	1885.11
2017	9	18	13	45	1888.18	1889.33	1888.11	1889.08	99488	1888.5	1881.21	1880.79	1885.13
2017	9	18	13	50	1888.89	1889.2	1888.76	1888.76	96410	1889	1881.35	1880.79	1885.16
2017	9	18	13	55	1888.71	1888.74	1887.35	1887.35	110079	1888	1881.47	1880.75	1885.2
2017	9	18	14	0	1887.47	1887.78	1886.67	1886.74	108772	1887	1881.6	1880.69	1885.25
2017	9	18	14	5	1886.65	1887.47	1886.65	1887.28	101222	1887	1881.72	1880.67	1885.28
2017	9	18	14	10	1887.15	1887.72	1886.45	1886.45	102892	1887	1881.86	1880.65	1885.32
2017	9	18	14	15	1886.42	1886.59	1884.67	1884.82	114853	1886	1881.98	1880.62	1885.33
2017	9	18	14	20	1884.95	1885.91	1884.95	1885.71	102085	1885	1882.16	1880.63	1885.35
2017	9	18	14	25	1885.67	1888.92	1885.67	1888.27	117067	1887	1882.39	1880.67	1885.38
2017	9	18	14	30	1888.35	1889.63	1888.16	1889.28	116909	1889	1882.58	1880.7	1885.41
2017	9	18	14	35	1889.13	1890.02	1889.11	1889.9	126826	1889.5	1882.81	1880.75	1885.43
2017	9	18	14	40	1889.89	1892.55	1889.85	1892.31	188413	1891	1883.07	1880.81	1885.46
2017	9	18	14	45	1892.45	1893.92	1892.42	1893.09	176778	1892.5	1883.4	1880.9	1885.48
2017	9	18	14	50	1893.04	1893.82	1892.28	1893.59	207244	1893.5	1883.74	1881.01	1885.52
2017	9	18	14	55	1893.48	1894.81	1893.28	1893.93	266888	1894	1884.14	1881.14	1885.57
2017	9	18	15	0	1893.9	1894.8	1893.71	1894.8	278969	1894	1884.49	1881.25	1885.6
2017	9	19	9	35	1896.62	1898.69	1896.53	1898.69	465157	1896.5	1884.93	1881.4	1885.64
2017	9	19	9	40	1898.67	1901.27	1898.67	1901.06	344881	1900	1885.39	1881.55	1885.69
2017	9	19	9	45	1901.09	1901.23	1899.85	1900.08	322853	1900.5	1885.79	1881.71	1885.75
2017	9	19	9	50	1900.28	1900.96	1898.69	1898.69	297205	1899.5	1886.21	1881.88	1885.8
2017	9	19	9	55	1898.66	1899.27	1897.32	1897.93	262178	1898.5	1886.67	1882.04	1885.84
2017	9	19	10	0	1898.02	1898.08	1897.27	1897.62	244231	1898	1887.05	1882.23	1885.88
2017	9	19	10	5	1897.59	1897.63	1893.97	1894.06	253581	1896	1887.35	1882.39	1885.9
2017	9	19	10	10	1894	1895.25	1893.97	1894.73	204784	1894	1887.67	1882.53	1885.91
2017	9	19	10	15	1894.66	1894.66	1893.08	1894.34	197077	1894.5	1888.02	1882.68	1885.92
2017	9	19	10	20	1895.57	1896.75	1894.81	1895.81	182521	1895	1888.3	1882.82	1885.93
2017	9	19	10	25	1896	1896	1893.58	1894.46	158901	1895	1888.6	1882.95	1885.94
2017	9	19	10	30	1894.39	1894.99	1893.14	1893.34	150709	1894	1888.89	1883.07	1885.94
2017	9	19	10	35	1893.39	1895.47	1893.33	1895.47	145001	1894.5	1889.28	1883.22	1885.96
2017	9	19	10	40	1895.34	1897.13	1895.34	1896.91	144894	1896.5	1889.61	1883.39	1885.98
2017	9	19	10	45	1896.8	1897.6	1896.47	1897.6	144363	1897	1889.93	1883.54	1886
2017	9	19	10	50	1897.42	1897.59	1895.77	1895.77	126626	1896.5	1890.21	1883.69	1886.01
2017	9	19	10	55	1895.84	1896.13	1894.36	1894.55	121981	1895.5	1890.46	1883.83	1886.02
2017	9	19	11	0	1894.57	1894.65	1893.6	1894.31	122657	1894.5	1890.6	1883.96	1886.04
2017	9	19	11	5	1894.5	1895.17	1894.15	1894.66	112816	1894.5	1890.74	1884.11	1886.06
2017	9	19	11	10	1894.67	1896.51	1894.67	1896.23	110540	1895.5	1890.89	1884.27	1886.09
2017	9	19	11	15	1896.23	1896.83	1894.93	1895.21	112952	1895.5	1891.05	1884.43	1886.12
2017	9	19	11	20	1894.91	1895.46	1892.26	1892.26	117579	1893.5	1891.14	1884.57	1886.13
2017	9	19	11	25	1892.32	1892.32	1890.82	1891.41	131918	1892	1891.23	1884.75	1886.14
2017	9	19	11	30	1891.28	1892.77	1891.28	1892.6	97995	1892	1891.33	1884.9	1886.15
2017	9	19	13	5	1892.76	1892.91	1891.71	1892.84	103500	1892.5	1891.46	1885.05	1886.18
2017	9	19	13	10	1892.73	1893.09	1891.75	1891.96	87745	1892.5	1891.56	1885.18	1886.19
2017	9	19	13	15	1891.8	1892.49	1891.68	1892.39	92014	1892	1891.7	1885.32	1886.21
2017	9	19	13	20	1892.51	1893	1890.84	1890.89	122294	1891.5	1891.81	1885.47	1886.21
2017	9	19	13	25	1890.91	1890.91	1889.06	1889.06	133540	1890	1891.88	1885.61	1886.22
2017	9	19	13	30	1889.38	1889.97	1888.95	1889.17	124641	1889.5	1891.95	1885.77	1886.22
2017	9	19	13	35	1889.14	1890.33	1888.72	1890.02	115832	1890	1892	1885.89	1886.22
2017	9	19	13	40	1890.39	1892.04	1889.99	1891.92	97099	1891	1892.11	1886.03	1886.24
2017	9	19	13	45	1891.92	1892.65	1891.55	1891.76	95085	1891.5	1892.21	1886.12	1886.25
2017	9	19	13	50	1891.59	1892	1890.67	1890.73	111463	1891	1892.3	1886.21	1886.26
2017	9	19	13	55	1890.59	1891.04	1890.52	1890.52	130292	1891	1892.35	1886.3	1886.26
2017	9	19	14	0	1890.5	1891.17	1890	1891.17	124782	1891	1892.39	1886.39	1886.26
2017	9	19	14	5	1891.19	1893.55	1891.11	1893.4	139602	1892	1892.49	1886.51	1886.27
2017	9	19	14	10	1893.11	1893.54	1892.67	1892.8	112432	1893	1892.56	1886.6	1886.28
2017	9	19	14	15	1892.76	1892.98	1890.58	1890.58	114195	1891.5	1892.56	1886.68	1886.29
2017	9	19	14	20	1890.77	1890.78	1888.28	1888.45	136644	1889.5	1892.54	1886.75	1886.28
2017	9	19	14	25	1888.35	1888.39	1887.55	1887.62	147444	1888.5	1892.54	1886.81	1886.27
2017	9	19	14	30	1887.47	1887.6	1881.04	1882.3	277459	1885	1892.42	1886.82	1886.23
